flowering_start,flowering_end,flowering_times,flowers_m2,nectar_ml,sugar_concentration_mol,sugar_concentration_perc,nectar_sugar_content_mg,pollen_mg,corolla_mm,protein,sugar_perc
0.536896569399511,0.34970986403019966,-0.062472417788141096,-0.16743096775751037,-0.36649489568752874,-0.0036463387472621405,,-0.1905133848924589,-0.34636219442366156,-0.27718821649973885,0.16987804911931723,-0.5333572747714825
-0.3743765267704703,1.731729193152618,1.9980134717857763,-0.4385211404725127,-0.31781075103263745,-0.0036463387472621405,,0.042032035818235204,,-0.058929234945598166,0.16987804911931723,-0.0011785163146989031
-0.3743765267704703,-0.6430082456211149,-0.3513255798779426,,-0.36512389149618085,0.5388922532994097,-0.18283337314791445,-0.18173801604732934,,-0.045378097659050966,0.5349035627520298,0.7624779615443008
-0.3743765267704703,1.731729193152618,1.9980134717857763,-0.25705906680799534,-0.3666402701550614,-0.0036463387472621405,-2.622985433114151,-0.19145916898619048,-0.3536583380027214,-1.0328631107263053,0.16987804911931723,-0.0011785163146989031
-0.5515685176924111,0.700080961554193,1.1121971080437183,-0.3831022419385004,-0.3666839513126935,-2.6319697430874194,,-0.19166804194472184,-0.2992694002236136,-0.15883321487297733,0.005474930651966143,-2.68346431769685
-0.3743765267704703,-1.2464251358013259,-0.948288781530199,0.3941176286298689,-0.36616473392615606,-0.0036463387472621405,,-0.18934236139661528,,-0.22303454071357806,0.3691330901915636,7.218668917376531e-05
-1.5387810385432241,0.8363363883690793,1.9980134717857763,-0.3413375326026098,-0.3448556016738808,-0.6960770099194895,1.1553145307045345,-0.13769498258814367,-0.31576280652733707,1.035378490650702,-0.15629492915638624,-0.7078255577936201
-0.3743765267704703,-0.039591355440904114,0.24563762177431384,4.388859986175419,-0.3585567821329381,2.1900784541828653,1.0878448884934866,-0.11222783476558197,,-0.10294331036426436,0.9407607775217319,1.5620565037819902
0.41033086159812476,0.8363363883690793,0.5152339063914619,,3.0036575001634764,,,,,-0.058929234945598166,-0.7274397588847629,-0.0011785163146989031
-0.3743765267704703,-1.2464251358013259,-0.948288781530199,-0.3115673769510967,-0.3665961596275661,-0.0036463387472621405,,-0.19121263041218625,,-0.16378649520293107,0.3691330901915636,-0.17636160868868972
-0.3743765267704703,-1.8303769650079813,-1.525995105709802,,3.3406916453110935,,,,5.54465209694898,0.15298966184582793,0.16987804911931723,-0.34953949251752686
1.1697251084064424,0.5443604737657515,-0.3513255798779426,-0.2793389381279186,-0.3649858971672644,3.3736721026037593,1.9986850583426339,-0.17311478155803373,,-1.5180062024073318,0.16987804911931723,3.4454800216045323
-0.3743765267704703,1.1477773639459623,1.4203071476061733,-0.43961808190185003,-0.20029888951658378,-1.2939141917869756,-0.8592256048139707,0.7770231050802207,1.958225046167381,0.12345538598711854,-0.02393777113137061,-1.3179370006295732
-0.3743765267704703,-0.2537070261500112,0.03381196957512607,0.5868296589101799,-0.36156265096504536,-1.055477213261492,0.9529056040713906,-0.17853180851749462,-0.28225383292142975,2.364281957750851,-2.448958310772105,-0.807625152672536
1.9544324967750375,1.731729193152618,0.2263807443016604,-0.42223538479916806,-0.15951775487867315,-1.3607024910797993,-1.6446756210539557,0.4389421561966096,,0.03729031193826834,0.24077654491866118,-1.5406395631682763
-0.7540736501746291,1.731729193152618,2.2868666338755776,-0.3766427871079738,-0.35329047610008,-1.1865652177085118,-0.3627524190440446,-0.13334216354380135,-0.27394961172391746,2.3485477613662624,-0.15629492915638624,-1.2083840329513462
-0.3743765267704703,-1.2464251358013259,-0.948288781530199,0.3941176286298689,-0.3660664437269357,-0.0036463387472621405,,-0.18934236139661528,,-0.1402837255069705,0.3691330901915636,0.20655013072567113
-0.3743765267704703,-1.8303769650079813,-1.525995105709802,,3.0036575001634764,,,,5.54465209694898,-0.058929234945598166,0.16987804911931723,-0.0011785163146989031
-2.1716095775501554,0.5443604737657515,2.1905822465123106,-0.2758827251264608,-0.36650722901413213,-0.0036463387472621405,-0.7675702723103324,-0.19084432234245718,-0.35039625023253984,-0.3974364679964267,-0.47425806301696216,0.6341575921087621
1.1697251084064424,0.5443604737657515,-0.3513255798779426,-0.2793389381279186,-0.3650129425673844,3.3736721026037593,1.9986850583426339,-0.17311478155803373,,-1.5180062024073318,0.16987804911931723,3.6132654649954135
0.41033086159812476,1.731729193152618,1.40105027013352,,-0.36663493310539574,-0.0036463387472621405,,-0.19137954087148767,-0.35284044704467726,-0.7456513246646902,0.08727343645376325,0.20450793586295188
1.5494222318106015,-0.6624733065946701,-1.834105145272257,-0.431982509207443,-0.3666839513126935,-2.6319697430874194,,-0.19166804194472184,3.554296360329239,-0.058929234945598166,-0.9077894597206428,-2.68346431769685
-1.133770773578788,-2.4337938551881924,-1.5452519831824556,-0.4408419243985029,-0.3665965471703953,-0.0036463387472621405,,-0.1912886464725042,,0.15421873873863692,0.16987804911931723,-0.38533219646957895
0.41033086159812476,-0.6430082456211149,-0.948288781530199,-0.42866802539840604,-0.3451403913285256,-0.0036463387472621405,-0.5314265245716645,-0.07340896662987192,,0.6681190673412357,0.1378320886769823,0.1471857325442545
1.1697251084064424,0.15505925429464776,-0.7364631293310113,-0.4285094284498147,-0.22545354551918628,-0.0036463387472621405,,0.48366233599873404,0.6289960398189167,-1.5180062024073318,-1.751934000902411,-0.0011785163146989031
,,,,-0.3605071094103003,,,,,0.35301900282536774,,-0.2661522900073301
1.9544324967750375,1.1477773639459623,-0.3513255798779426,0.8096175334073782,-0.3598505318392946,0.08591196810128045,-0.5314265245716645,-0.16236145378934155,,-0.023308847643821247,-1.4651601585148764,-0.04911120715380413
-0.3743765267704703,-1.8303769650079813,-1.525995105709802,,2.5803098083897438,,,,5.54465209694898,-0.38296174369105834,0.16987804911931723,-0.24033126007058167
,,,,-0.36592800728603314,,,,,-0.058929234945598166,,0.8108615529543249
,,,,-0.3661286331899949,,,,,-0.17447811489167492,,-0.0011785163146989031
-2.6272461256351463,-2.4337938551881924,-0.40909621229590293,,-0.36011014831065213,-0.3699907705497126,-0.8822686640691138,-0.1656445257998312,,-0.12287427210989064,-1.2989783934390233,-0.3568770956553761
-0.3743765267704703,1.731729193152618,1.9980134717857763,-0.4385211404725127,-0.3208042332998102,-0.0036463387472621405,,0.042032035818235204,,-0.39676943185461166,0.16987804911931723,-0.5636979697027521
,,,,-0.36459932026862096,,,,,-0.058929234945598166,,1.7786455731464086
1.9544324967750375,1.731729193152618,0.2263807443016604,-0.42223538479916806,-0.09402808026958454,-1.3607024910797993,-1.6446756210539557,0.4389421561966096,,-0.058929234945598166,0.24077654491866118,-1.3860965378447343
-3.4119535140037414,2.3351460833328286,4.905801970156445,-0.3937573266933581,-0.36654769532443515,-0.0036463387472621405,,-0.19101649805422222,-0.3540263413746655,-0.058929234945598166,0.16987804911931723,-0.0011785163146989031
0.7900279850022837,0.0966640713739822,-0.50538059965917,0.13496535037801763,-0.3666839513126935,-2.6319697430874194,-1.104918483365572,-0.19166804194472184,-0.29886227531645426,-1.1532369605418984,-1.464071476771068,-2.68346431769685
-0.3743765267704703,-1.2464251358013259,-0.948288781530199,0.21171347585545,-0.3630444199887683,2.7818752783933123,1.5432649734180601,-0.1609000279089943,,0.12345538598711854,1.3652241340956293,2.8415329516733716
0.10657316287479764,-0.7597986114624461,-0.8327475166942785,-0.39356715433116257,-0.3559860224385878,-0.0036463387472621405,-0.6326309878882364,-0.18087251775111632,-0.3200113211776028,0.9624246422776153,-0.012969285650197298,-0.0011785163146989031
0.41033086159812476,1.1477773639459623,0.8233439459539169,,-0.35926797230831525,-0.0036463387472621405,,-0.15942994091282098,-0.12350364388749399,-0.37459305227830403,-0.7274397588847629,-0.3962870282885522
1.1697251084064424,0.5443604737657515,-0.3513255798779426,,-0.3415607134150406,1.2256688147288013,0.345678824171959,-0.010873087674955225,,-0.045424463396315964,1.946713248352199,2.0142357014632335
0.41033086159812476,1.1477773639459623,0.8233439459539169,,-0.36005686216540206,1.137995211142073,0.27820918196091105,1.274901492784232,0.11276088756339968,-0.00689805368929789,0.3437210011603401,1.414610249087229
-1.133770773578788,-1.2464251358013259,-0.37058245735059603,,-0.356355448637215,-0.0036463387472621405,,-0.13542072283857237,,-0.19289368615038108,0.3691330901915636,-0.16829454853684314
1.1697251084064424,0.5443604737657515,-0.3513255798779426,-0.2793389381279186,-0.3650853515064685,3.3736721026037593,1.9986850583426339,-0.17311478155803373,,-1.5180062024073318,0.16987804911931723,3.6132654649954135
0.41033086159812476,-0.039591355440904114,-0.3513255798779426,-0.404765575645652,-0.34522115313695595,-0.0036463387472621405,,-0.0890380202981251,-0.3004169420883899,-0.058929234945598166,-1.0423525703794094,-0.0011785163146989031
-0.3743765267704703,0.5443604737657515,0.8233439459539169,,1.8885309477346128,1.137995211142073,0.27820918196091105,7.563431079815701,,-0.058929234945598166,-0.04746793255804011,1.1639022018645948
1.1697251084064424,-0.039591355440904114,-0.9290319040575457,,3.3406916453110935,,,,,0.10303142422221788,-0.758569369841215,0.2544585329510142
,,,,1.6096525832941333,,,,,-0.9136146836783917,,0.6231087164308836
,,,,-0.36650433569153823,,,,,-0.058929234945598166,,-0.0011785163146989031
-0.07061882804714317,0.4081050469508652,0.4574632739735016,-0.3097243002632552,-0.36353577200055714,1.8296425284237237,0.810469692811922,-0.18176187426893786,-0.3493885896192845,-0.2820082659494746,0.16987804911931723,1.547535211367235
,,,,-0.3555975543208036,,,,,-0.058929234945598166,,-0.0011785163146989031
-1.133770773578788,-1.2464251358013259,-0.37058245735059603,0.5387418280585808,-0.3659435919745046,1.0064848057619715,0.1770047186443391,-0.16241578358620543,,-0.049252845560316595,0.9760940895020825,1.1682596579199431
,,,,-0.36631743911508075,0.9626480039686172,0.1432698975388151,-0.18927113914190294,,-0.058929234945598166,0.3691330901915636,0.9849549218850018
-0.3743765267704703,-1.2464251358013259,-0.948288781530199,0.3941176286298689,-0.3661198184237754,-0.0036463387472621405,,-0.18934236139661528,,-0.09364830048962755,0.3691330901915636,0.0620088550732094
-0.3743765267704703,-0.6430082456211149,-0.3513255798779426,-0.4295369750796851,-0.36663488824236207,-0.0036463387472621405,,-0.19146533514705621,0.6349031199209755,-0.2582190609874372,-0.08496912733179446,-0.39384858759451014
-1.513467896982947,-0.4872877578326734,0.6692889261726894,-0.4047901915203893,-0.3598615616460089,-0.936946740410592,-1.3185723503672262,-0.17964106850954895,,4.16546877282442,0.16987804911931723,-0.9195235187811754
,,,,-0.36108382705103315,1.4010160219022763,0.4806181085940549,-0.15057827961068396,,-0.058929234945598166,0.08727343645376325,1.432323121834004
,,,,-0.3429839284343091,,,,,-0.6444057020389136,,0.7499671322541394
-0.5515685176924111,0.700080961554193,1.1121971080437183,-0.3831022419385004,-0.3666839513126935,-2.6319697430874194,,-0.19166804194472184,-0.2992694002236136,0.08772534335511599,0.005474930651966143,-2.68346431769685
0.15719944599535216,0.15505925429464776,0.03381196957512607,-0.3529736896102599,-0.3499239207799991,-0.0036463387472621405,1.897480595026062,-0.11152554224435603,-0.34647314351552466,-0.058929234945598166,0.3691330901915636,-0.0011785163146989031
-0.3743765267704703,-0.0590564164144593,0.2263807443016604,-0.4325795191667484,-0.3212580436786021,-1.6754166452213897,-0.3914270169837398,-0.061283251504930386,-0.29169606459184916,-1.5180062024073318,-0.8004330982114632,-1.7515843799941455
0.41033086159812476,-0.039591355440904114,-0.3513255798779426,-0.4320534877705178,-0.32563826818022185,-0.0036463387472621405,,0.023538218621057004,,-0.005581190458241467,0.16987804911931723,0.5763042683190471
0.41033086159812476,-0.6430082456211149,-0.948288781530199,,-0.3588882038847862,0.4585247833448982,-0.24468054517471066,-0.16289789004753766,-0.22415379007060987,0.3431004981132763,0.16987804911931723,-0.0483988499425316
-1.3869021891815605,-1.0517745260657738,0.014555092102472638,-0.2990633200894248,-0.36640812620801927,-0.0036463387472621405,,-0.19034911156893358,-0.3496994025702864,-0.058929234945598166,0.16987804911931723,-0.0011785163146989031
1.1697251084064424,0.5248954127921963,-0.37058245735059603,-0.43753855339475994,-0.3045995443119291,-1.3615401367667617,,-0.052465685962910506,-0.25346586610338717,-1.5180062024073318,0.38146905674016224,-1.5452114117431686
-0.3743765267704703,-0.6430082456211149,-0.3513255798779426,,-0.3650876765765706,0.5388922532994097,-0.18283337314791445,-0.18173801604732934,,-0.058929234945598166,0.5349035627520298,0.5524989952676291
-1.918478161947383,-1.8303769650079813,-0.3513255798779426,-0.4335913566371378,-0.3666726371767822,-0.0036463387472621405,0.0852460052373139,-0.19161394042431534,-0.010982607136028933,2.2719462205745216,-1.2989783934390233,-0.0011785163146989031
0.6634622772008973,0.5443604737657515,0.03381196957512607,-0.3198718688308447,-0.3568113246904937,-0.6358906021942199,1.0203752462824385,-0.17036231534515095,-0.26564539052640523,0.9441861801843437,-1.3705517472681745,-0.6464034563082756
0.15719944599535216,0.15505925429464776,0.03381196957512607,-0.42788295947348814,-0.36654952061900153,-0.0036463387472621405,,-0.19117633445545784,,0.18970813526804436,0.16987804911931723,0.7170712623784221
